message,label
Garanti BBVA mobil şifreniz bloke oldu. Açmak için tıklayınız. (Ref: O8OH),spam
Öğle yemeğine çıkıyor muyuz?,normal
Kardeşim akşam maça gelmeyecekmiş.,normal
Müdür haftaya toplantıya bilet almış.,normal
Oyun hesabınız banlandı. [Kod: 1JJ4],spam
Discord Nitro hediye. [Kod: YGXF],spam
Kilo vermek isteyenler buraya! 1 ayda 10 kilo garanti. (Ref: UE86),spam
Hesabınız topluluk kurallarını ihlal etti. [Kod: GQ14],spam
Tebligatınız muhtara bırakılmıştır. (Ref: NLGD),spam
Uzlaşma sağlanamazsa dava açılacaktır. [Kod: NIPC],spam
Yüksek lisans başvuruları başlamış.,normal
Altın fiyatları uçacak! Alım fırsatını kaçırmayın. [Kod: 5IJ0],spam
Kredi kartı yıllık aidat iadeniz hesabınıza yansıtılmamıştır. İade için tıklayın. [Kod: 9FN8],spam
Fatma sabah hastaneye telefon etti.,normal
Deneme bonusu hesabına tanımlandı. Çevrim şartsız çekim yapabilirsin. (Ref: LS11),spam
Hukuk Bürosu: Borcunuzu ödemediğiniz takdirde eve icra memurları gelecektir. [Kod: DI0S],spam
Borç kapatma kredisi ile tüm borçlarınızı tek çatı altında toplayın. [Kod: 83VY],spam
Numaranızın son hanesine göre ödül kazandınız. (Ref: JBBU),spam
Adli sicil kaydınızda yeni bir hareketlilik var. Kontrol ediniz. [Kod: ZPTF],spam
Hediye ne alalım?,normal
"Sn. Kullanıcı, kargonuzu teslim almadığınız için hakkınızda yasal işlem başlatılmıştır. (Ref: 7Z7X)",spam
Raporu yarına kadar yetiştirmemiz lazım.,normal
Klimanızı yaza hazırladınız mı? Yetkili servis bakımı sadece 100 TL. [Kod: N1AS],spam
Fatma haftaya sinemaya telefon etti.,normal
Sence hangisi daha iyi?,normal
Sürat Kargo: Kargonuz yola çıktı. (Ref: 5O0T),spam
Mehmet bugün okula haber verdi.,normal
PTT kargonuz dağıtıma çıktı. [Kod: MDVY],spam
Twitch aboneliğiniz yenilendi. (Ref: GZJT),spam
Mehmet haftaya parka erken gelecek.,normal
Çocukları okuldan sen alır mısın?,normal
İninal kart bakiyeniz yetersiz. (Ref: CNMQ),spam
Kardeşim öğleden sonra kursuna erken gelecek.,normal
Teyzem gelince ofise bizi bekliyor.,normal
Mehmet birazdan kursuna bilet almış.,normal
Müdür yarın ofise erken gelecek.,normal
Papara hesabınıza 500 TL para girişi oldu. Onaylamak için tıklayın. (Ref: E30H),spam
Yönetici pazartesi günü sinemaya mesaj attı.,normal
Kurye akşam maça kargoyu teslim almış.,normal
Servis saat kaçta kalkıyor?,normal
"Anketi doldur, 100 TL kazan. (Ref: GKRP)",spam
Laptop tamiri ve yedek parça servisi. [Kod: 0O7Z],spam
Ahmet bu gece sinemaya bilet almış.,normal
Google hesabınızda güvenlik uyarısı. [Kod: 6JDQ],spam
Konut projemizden lansmana özel fiyatlarla daire sahibi olun. (Ref: G4D2),spam
Komşu haftaya tatile gecikeceğini söyledi.,normal
Sadece bugün geçerli 500 TL nakit ödül şansı. [Kod: WD99],spam
Emeklilere özel faizsiz kredi imkanı. [Kod: FZ9W],spam
Son uyarı! Borcunuzu ödeyin. (Ref: COKV),spam
Rüyamda seni gördüm.,normal
Hikayene yanıt verdim.,normal
"Yılbaşı çekilişi bekleme, hemen kazanmaya başla. [Kod: XRH1]",spam
Kararsız kaldım.,normal
"İyi geceler, tatlı rüyalar.",normal
Falcı bacı şimdi online. İlk fal ücretsiz. [Kod: M0XJ],spam
Oyun oynamaya gidelim mi?,normal
Yurtdışı yasağı konulmaması için borcunuzu hemen ödeyin. [Kod: SD2M],spam
Kripto para borsası hesabınıza bilinmeyen bir cihazdan giriş yapıldı. [Kod: E6EJ],spam
Ahmet birazdan tatile anahtarı bırakmış.,normal
Kurye gelince kursuna mesaj attı.,normal
Babam bugün toplantıya kargoyu teslim almış.,normal
"Böcek ilaçlama servisi, garantili çözüm. (Ref: EQT6)",spam
Annem gelince maça haber verdi.,normal
Babam yarın tatile raporu tamamlamış.,normal
Excel tablosunda hata var.,normal
Ayşe öğleden sonra ofise erken gelecek.,normal
Kep ve cübbe kiraladın mı?,normal
Yönetici yarın ofise iptal etmiş.,normal
Hesabında kalan bakiyeyi kullanmak için son gün! (Ref: H9L7),spam
Mehmet sabah markete rezervasyon yaptırmış.,normal
"Yılbaşı çekilişi bekleme, hemen kazanmaya başla. [Kod: GS8L]",spam
Yanlış numara aradınız.,normal
Maaşlar bu ay erken yatacakmış.,normal
Halkbank esnaf kredisi başvurunuz onaylandı. [Kod: UAQ9],spam
BONUS YAĞMURU! 1000 TL yatır 2000 TL bizden hediye. Hemen tıkla: bit.ly/bet [Kod: HVXF],spam
Çekiliş sonucunda araba kazanan asil talihli sizsiniz. (Ref: PZE1),spam
Yeni güvenlik uygulamamız nedeniyle bilgilerinizi güncelleyin. (Ref: JE2A),spam
"Bulaşıkları makineye dizdim, çalıştırmadım.",normal
Milli Piyango sana çıkmadı ama bizde kazanabilirsin! %100 Hoşgeldin bonusu. (Ref: 9WET),spam
Hakkınızda tazminat davası açılmıştır. Dava dosyasını görmek için tıklayın. [Kod: BF07],spam
"Bedava tatil fırsatı! Bu mesajı 10 kişiye gönder, tatili kap. [Kod: BZFM]",spam
Ücretsiz borsa eğitimi kitabı indir. (Ref: 8YS2),spam
Kombiyi kıstın mı çıkarken?,normal
Yönetici bu gece toplantıya iptal etmiş.,normal
Babam gelince kafeye seni sordu.,normal
Markete gidiyorum bir şey lazım mı?,normal
Kaybetsen de kazanıyorsun! %30 Kayıp bonusu anında hesabında. (Ref: TPCO),spam
Eve gelince beni ara mutlaka.,normal
Kurye bu gece parka gelmeyecekmiş.,normal
Laptop tamiri ve yedek parça servisi. [Kod: U1EX],spam
"Sayın Müşteki, hakkınızda açılan icra takibi başlatılacaktır. Bilgi: 0555... [Kod: VZ9V]",spam
Google hesabınızda güvenlik uyarısı. (Ref: 9JUF),spam
"Şifremi unuttum, IT'yi arayacağım.",normal
Hoca yarın işe gidecekmiş.,normal
Blutv deneme süreniz bitti. [Kod: 3OFS],spam
Xiaomi bulut yedekleme başarısız. (Ref: BHKT),spam
Doktor sabah işe iptal etmiş.,normal
Haftanın kuponunu senin için hazırladık. Banko maçlar burada. [Kod: P6MN],spam
UYAP: Adınıza kayıtlı uzlaştırma dosyası kapatılmadığı takdirde haciz işlemi uygulanacaktır. (Ref: YQUW),spam
Haftasonuna özel FreeSpin yağmuru başladı. Slot oyunlarında geçerli. [Kod: E2J4],spam
Ayşe bugün markete raporu tamamlamış.,normal
Okulun interneti çekmiyor.,normal
Ahmet sabah toplantıya mail atmış.,normal
Ahmet gelince işe erken gelecek.,normal
Numaranız ödül havuzunda seçildi! Bilgi için EVET yazıp gönderin. (Ref: 2EF4),spam
Fatma pazartesi günü tatile mesaj attı.,normal
Derbiye özel 50.00 oran! Galatasaray - Fenerbahçe maçı için tıkla. (Ref: PYPU),spam
Fatma birazdan sinemaya kargoyu teslim almış.,normal
Hoca haftaya kursuna gelmeyecekmiş.,normal
Müşteri ile görüşme saat kaçta?,normal
Matematik dersinden kaldım.,normal
Yeni açılan kafeyi denediniz mi?,normal
"Mücbir sebeplerden dolayı kargonuz teslim edilemedi, tekrar dağıtım ücreti ödeyin. (Ref: 6N3P)",spam
Spor salonu üyeliğinde 1 alana 1 bedava. (Ref: J8QX),spam
Digiturk Play taraftar paketi ayda sadece 19 TL. Hemen abone ol. [Kod: 83W9],spam
Ayşe haftaya sinemaya haber verdi.,normal
Instagram hesabınız çalınmaya çalışıldı. Şifrenizi değiştirmek için tıklayın. [Kod: IRZJ],spam
Avukatımız sizinle görüşmek istiyor. [Kod: CSFJ],spam
Müdür haftaya ofise raporu tamamlamış.,normal
Annem haftaya toplantıya telefon etti.,normal
Valorant VP hilesi. (Ref: BN17),spam
Hoca birazdan kursuna gidecekmiş.,normal
Doktor akşam kafeye mesaj attı.,normal
Annem sabah hastaneye mail atmış.,normal
PUBG Mobile UC yükleme. [Kod: TRYV],spam
Doktor öğleden sonra ofise seni sordu.,normal
Hesabınızdan 1.500 TL para çıkışı oldu. Size ait değilse iptal edin: bit.ly/banka [Kod: WSXM],spam
Efsane Cuma'ya özel yatırım bonusları. (Ref: OD7P),spam
Ceza dosyanızın son günü. Ödeme yapılmazsa tutuklama kararı çıkabilir. [Kod: ZPD5],spam
D-Smart belgesel kanalları hediye. Kurulum ücretsiz. (Ref: RTBA),spam
"Mücbir sebeplerden dolayı kargonuz teslim edilemedi, tekrar dağıtım ücreti ödeyin. (Ref: 1I25)",spam
Sinemaya hangi filme gidelim?,normal
Instagram hesabınız çalınmaya çalışıldı. Şifrenizi değiştirmek için tıklayın. [Kod: HNJG],spam
Yönetici bu gece sinemaya mail atmış.,normal
"Sayın kullanıcımız, 2500 TL değerinde hediye çeki kazandınız. (Ref: D25E)",spam
Annem bu gece markete dosyayı göndermiş.,normal
Doktor yarın tatile anahtarı bırakmış.,normal
Gözünüz aydın.,normal
"Sn. Kullanıcı, kargonuzu teslim almadığınız için hakkınızda yasal işlem başlatılmıştır. [Kod: CAHK]",spam
Ahmet akşam sinemaya gecikeceğini söyledi.,normal
Avukatımız sizinle görüşmek istiyor. [Kod: M65K],spam
Kurye yarın kursuna bizi bekliyor.,normal
Hafta sonu temizlik yapmamız lazım.,normal
Teklif mektubunu revize ettim.,normal
İkinci el telefon alım satım merkezi. [Kod: A6V2],spam
"Hemen arayın, borçlarınızı yapılandıralım. 0850 123 45 67 [Kod: RT4I]",spam
Teyzem yarın sinemaya haber verdi.,normal
Kahve içmeye çıkalım mı?,normal
Diş beyazlatma işleminde %20 indirim. (Ref: OKNJ),spam
Müdür hafta sonu eve mail atmış.,normal
Hava durumu yağmurlu gösteriyor.,normal
Teyzem birazdan tatile iptal etmiş.,normal
Doktor hafta sonu hastaneye bizi bekliyor.,normal
Elektrik faturası bu ay çok yüksek gelmiş.,normal
Mehmet birazdan tatile mail atmış.,normal
Facebook hesabınızda şüpheli hareketler tespit edildi. (Ref: 5GRR),spam
"Sayın Müşteki, hakkınızda açılan icra takibi başlatılacaktır. Bilgi: 0555... (Ref: QR9B)",spam
Estetik operasyonlarda yaz kampanyası. (Ref: YP7D),spam
Fatma haftaya parka telefon etti.,normal
Uzlaşma sağlanamazsa dava açılacaktır. [Kod: LZSI],spam
Ahmet akşam eve gidecekmiş.,normal
Komşu sabah sinemaya raporu tamamlamış.,normal
Saç ekiminde şok fiyat! İstanbul'un en iyi kliniğinde saçlarına kavuş. (Ref: AH7E),spam
Kurye yarın ofise dosyayı göndermiş.,normal
Forex piyasasında kaldıraçlı işlem sinyalleri. (Ref: 6R8N),spam
WhatsApp hesabınız başka bir cihazda açıldı. Siz değilseniz tıklayın. (Ref: 9ZKY),spam
Müdür yarın işe bilet almış.,normal
Digiturk Play taraftar paketi ayda sadece 19 TL. Hemen abone ol. [Kod: J8VC],spam
Kaybetsen de kazanıyorsun! %30 Kayıp bonusu anında hesabında. (Ref: VHT5),spam
Komşu yarın toplantıya iptal etmiş.,normal
Twitter mavi tik başvurunuz onaylandı. Tamamlamak için tıklayın. [Kod: OADL],spam
Arkadaşınız size gizli bir mesaj gönderdi. Okumak için tıkla. (Ref: Q5HO),spam
Mehmet pazartesi günü toplantıya erken gelecek.,normal
Teyzem sabah eve bizi bekliyor.,normal
Poker turnuvasına kayıtlar başladı. (Ref: 0SB5),spam
Saç ekiminde şok fiyat! İstanbul'un en iyi kliniğinde saçlarına kavuş. [Kod: CM74],spam
Emeklilere özel faizsiz kredi imkanı. (Ref: TPWO),spam
Canlı Casino keyfi ayağına geldi. Rulet ve Blackjack masaları seni bekliyor. [Kod: WHJL],spam
Mehmet bugün eve anahtarı bırakmış.,normal
Kitap fuarına gidelim mi?,normal
Spotify ödemesi başarısız. (Ref: N54L),spam
Uçak biletlerine baktın mı?,normal
Haftanın kuponunu senin için hazırladık. Banko maçlar burada. [Kod: ZOVR],spam
Numaranızın son hanesine göre ödül kazandınız. (Ref: J7GO),spam
iCloud saklama alanınız doldu. (Ref: FYAW),spam
"Tamamdır, anlaştık.",normal
Uzlaşma sağlanamazsa dava açılacaktır. (Ref: NBXB),spam
Ayşe bugün eve bilet almış.,normal
Annem sabah maça seni sordu.,normal
Şansın kapıyı çalıyor! Tıkla ve kapıyı aç. [Kod: 5VW1],spam
Numaranı kaydetmemişim.,normal
Evde paketleme işi yaparak ayda 10.000 TL kazanın. Kapora gerekmez. [Kod: FXKO],spam
Doktor yarın hastaneye gidecekmiş.,normal
Falcı bacı şimdi online. İlk fal ücretsiz. (Ref: A04H),spam
Tatile nereye gitsek acaba?,normal
Fatma gelince parka raporu tamamlamış.,normal
Teyzem yarın markete mesaj attı.,normal
Temettü emekliliği için doğru adres. (Ref: B6AM),spam
İlamsız icra takibine itiraz süreniz dolmak üzeredir. (Ref: 0XUW),spam
Mezuniyet töreni ne zaman?,normal
Cinsel performans arttırıcı ürünlerde dev indirim. (Ref: ZDO6),spam
Elektrik faturası iadeniz var. [Kod: 4MKC],spam
Fatma gelince hastaneye gecikeceğini söyledi.,normal
Uzun zamandır görüşemedik.,normal
Babam yarın okula gecikeceğini söyledi.,normal
Annem bugün işe mail atmış.,normal
Papara ile yatırım yapanlara ekstra %15 bonus. (Ref: HO23),spam
"Telegram grubumuza katılın, pump sinyallerini yakalayın. (Ref: RFTQ)",spam
Son uyarı! Borcunuzu ödeyin. [Kod: IM2P],spam
"Peki, öyle olsun.",normal
Fatma akşam okula iptal etmiş.,normal
"Böcek ilaçlama servisi, garantili çözüm. [Kod: QLU5]",spam
"Tek tıkla üye ol, kazanmaya başla. (Ref: TV7V)",spam
Erkeklere özel güç arttırıcı macun kapıda ödeme ile. [Kod: E8GP],spam
"Dev oranlar, tek maçtan yatmak yok. [Kod: EAUY]",spam
"Sn. Kullanıcı, kargonuzu teslim almadığınız için hakkınızda yasal işlem başlatılmıştır. (Ref: 7U7N)",spam
Milli Piyango sana çıkmadı ama bizde kazanabilirsin! %100 Hoşgeldin bonusu. [Kod: VK3I],spam
Ayşe gelince kafeye iptal etmiş.,normal
Ayşe yarın tatile mesaj attı.,normal
Doktor öğleden sonra işe kargoyu teslim almış.,normal
Bahis sihirbazı ile kuponunu katla. (Ref: 1XHA),spam
Papara ile yatırım yapanlara ekstra %15 bonus. [Kod: 13DA],spam
Madencilik yaparak evden para kazanın. (Ref: 34CP),spam
Hepsiburada hediye çekiniz tanımlandı. [Kod: T0JN],spam
Aracınızın değerini hemen öğrenin. Nakit alıyoruz. (Ref: KW9Q),spam
Kardeşim hafta sonu eve mail atmış.,normal
Xiaomi bulut yedekleme başarısız. [Kod: 4FVG],spam
Hoca yarın işe mail atmış.,normal
Kurye öğleden sonra kafeye haber verdi.,normal
Doktor hafta sonu markete seni sordu.,normal
Kurye sabah kafeye iptal etmiş.,normal
Babam pazartesi günü eve seni sordu.,normal
Falcı bacı şimdi online. İlk fal ücretsiz. (Ref: MGEA),spam
Hoca birazdan parka seni sordu.,normal
Hoca akşam parka dosyayı göndermiş.,normal
Tüketici hakem heyeti kararınız sonuçlandı. Öğrenmek için tıklayın. [Kod: 73XD],spam
Hukuk Bürosu: Borcunuzu ödemediğiniz takdirde eve icra memurları gelecektir. [Kod: C53F],spam
İzin formunu imzalattım.,normal
Önemli değil.,normal
"Mücbir sebeplerden dolayı kargonuz teslim edilemedi, tekrar dağıtım ücreti ödeyin. (Ref: ROV8)",spam
Mehmet birazdan sinemaya erken gelecek.,normal
